"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"100,2",0.065,0.015,0.045,0.02
"500,2",0.05,0.03,0.025,0.035
"100,5",0.05,0.05,0.03,0.015
"500,5",0.035,0.05,0.035,0.045
"100,10",0.025,0.025,0.025,0.025
"500,10",0.05,0.05,0.035,0.05
