"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"100,2",8.8,6,5.4,3.6
"500,2",6.8,5.6,4.4,4.6
"100,5",6.2,6,3.8,2.8
"500,5",3.2,4.2,3.2,3.6
