"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"100,2",0.056,0.036,0.026,0.016
"500,2",0.048,0.054,0.034,0.032
"100,5",0.048,0.046,0.028,0.016
"500,5",0.032,0.042,0.03,0.032
"100,10",0.032,0.04,0.032,0.026
"500,10",0.036,0.054,0.038,0.06
