"nom.size","an","N","T","omega"
0.066,0.05,100,2,0.158655253931457
0.034,0.1,100,2,0.158655253931457
0.034,0.15,100,2,0.158655253931457
0.032,0.2,100,2,0.158655253931457
0.024,0.3,100,2,0.158655253931457
0.022,0.4,100,2,0.158655253931457
0.054,0.05,100,2,0.171334064535881
0.038,0.1,100,2,0.171334064535881
0.032,0.15,100,2,0.171334064535881
0.03,0.2,100,2,0.171334064535881
0.024,0.3,100,2,0.171334064535881
0.022,0.4,100,2,0.171334064535881
0.046,0.05,100,2,0.212345714455155
0.04,0.1,100,2,0.212345714455155
0.034,0.15,100,2,0.212345714455155
0.034,0.2,100,2,0.212345714455155
0.03,0.3,100,2,0.212345714455155
0.026,0.4,100,2,0.212345714455155
0.042,0.05,100,2,0.200121703987185
0.04,0.1,100,2,0.200121703987185
0.038,0.15,100,2,0.200121703987185
0.036,0.2,100,2,0.200121703987185
0.032,0.3,100,2,0.200121703987185
0.03,0.4,100,2,0.200121703987185
0.046,0.05,100,2,0.308537538725987
0.032,0.1,100,2,0.308537538725987
0.032,0.15,100,2,0.308537538725987
0.028,0.2,100,2,0.308537538725987
0.026,0.3,100,2,0.308537538725987
0.022,0.4,100,2,0.308537538725987
0.022,0.05,100,2,0.2816308311286
0.014,0.1,100,2,0.2816308311286
0.014,0.15,100,2,0.2816308311286
0.014,0.2,100,2,0.2816308311286
0.012,0.3,100,2,0.2816308311286
0.01,0.4,100,2,0.2816308311286
0.106,0.05,100,2,0.420949092970802
0.036,0.1,100,2,0.420949092970802
0.076,0.15,100,2,0.420949092970802
0.026,0.2,100,2,0.420949092970802
0.062,0.3,100,2,0.420949092970802
0.016,0.4,100,2,0.420949092970802
0.038,0.05,100,2,0.324460445963711
0.034,0.1,100,2,0.324460445963711
0.03,0.15,100,2,0.324460445963711
0.03,0.2,100,2,0.324460445963711
0.03,0.3,100,2,0.324460445963711
0.026,0.4,100,2,0.324460445963711
0.052,0.05,100,5,0.158655253931457
0.052,0.1,100,5,0.158655253931457
0.05,0.15,100,5,0.158655253931457
0.048,0.2,100,5,0.158655253931457
0.042,0.3,100,5,0.158655253931457
0.042,0.4,100,5,0.158655253931457
0.052,0.05,100,5,0.171334064535881
0.05,0.1,100,5,0.171334064535881
0.048,0.15,100,5,0.171334064535881
0.044,0.2,100,5,0.171334064535881
0.042,0.3,100,5,0.171334064535881
0.04,0.4,100,5,0.171334064535881
0.056,0.05,100,5,0.212345714455155
0.052,0.1,100,5,0.212345714455155
0.048,0.15,100,5,0.212345714455155
0.048,0.2,100,5,0.212345714455155
0.046,0.3,100,5,0.212345714455155
0.042,0.4,100,5,0.212345714455155
0.05,0.05,100,5,0.200121703987185
0.046,0.1,100,5,0.200121703987185
0.042,0.15,100,5,0.200121703987185
0.042,0.2,100,5,0.200121703987185
0.04,0.3,100,5,0.200121703987185
0.038,0.4,100,5,0.200121703987185
0.032,0.05,100,5,0.308537538725987
0.032,0.1,100,5,0.308537538725987
0.028,0.15,100,5,0.308537538725987
0.026,0.2,100,5,0.308537538725987
0.024,0.3,100,5,0.308537538725987
0.024,0.4,100,5,0.308537538725987
0.048,0.05,100,5,0.2816308311286
0.044,0.1,100,5,0.2816308311286
0.04,0.15,100,5,0.2816308311286
0.04,0.2,100,5,0.2816308311286
0.036,0.3,100,5,0.2816308311286
0.032,0.4,100,5,0.2816308311286
0.038,0.05,100,5,0.420949092970802
0.036,0.1,100,5,0.420949092970802
0.03,0.15,100,5,0.420949092970802
0.028,0.2,100,5,0.420949092970802
0.028,0.3,100,5,0.420949092970802
0.026,0.4,100,5,0.420949092970802
0.044,0.05,100,5,0.324460445963711
0.042,0.1,100,5,0.324460445963711
0.038,0.15,100,5,0.324460445963711
0.036,0.2,100,5,0.324460445963711
0.034,0.3,100,5,0.324460445963711
0.03,0.4,100,5,0.324460445963711
0.034,0.05,100,10,0.158655253931457
0.034,0.1,100,10,0.158655253931457
0.034,0.15,100,10,0.158655253931457
0.032,0.2,100,10,0.158655253931457
0.03,0.3,100,10,0.158655253931457
0.03,0.4,100,10,0.158655253931457
0.034,0.05,100,10,0.171334064535881
0.034,0.1,100,10,0.171334064535881
0.034,0.15,100,10,0.171334064535881
0.032,0.2,100,10,0.171334064535881
0.03,0.3,100,10,0.171334064535881
0.03,0.4,100,10,0.171334064535881
0.052,0.05,100,10,0.212345714455155
0.048,0.1,100,10,0.212345714455155
0.048,0.15,100,10,0.212345714455155
0.048,0.2,100,10,0.212345714455155
