"nom.size","an","N","T","omega"
0.064,0.1,100,10,-11.8237511877298
0.064,0.15,100,10,-11.8237511877298
0.064,0.2,100,10,-11.8237511877298
0.064,0.3,100,10,-11.8237511877298
0.062,0.4,100,10,-11.8237511877298
0.066,0.05,100,10,-9.85413363795092
0.062,0.1,100,10,-9.85413363795092
0.058,0.15,100,10,-9.85413363795092
0.058,0.2,100,10,-9.85413363795092
0.056,0.3,100,10,-9.85413363795092
0.054,0.4,100,10,-9.85413363795092
0.06,0.05,100,10,-11.6952610352854
0.058,0.1,100,10,-11.6952610352854
0.054,0.15,100,10,-11.6952610352854
0.054,0.2,100,10,-11.6952610352854
0.054,0.3,100,10,-11.6952610352854
0.054,0.4,100,10,-11.6952610352854
0.058,0.05,100,10,-9.72790735952982
0.056,0.1,100,10,-9.72790735952982
0.054,0.15,100,10,-9.72790735952982
0.052,0.2,100,10,-9.72790735952982
0.052,0.3,100,10,-9.72790735952982
0.05,0.4,100,10,-9.72790735952982
0.074,0.05,500,2,-6.08693848165939
0.07,0.1,500,2,-6.08693848165939
0.068,0.15,500,2,-6.08693848165939
0.06,0.2,500,2,-6.08693848165939
0.06,0.3,500,2,-6.08693848165939
0.056,0.4,500,2,-6.08693848165939
0.084,0.05,500,2,-5.15869636226449
0.08,0.1,500,2,-5.15869636226449
0.074,0.15,500,2,-5.15869636226449
0.066,0.2,500,2,-5.15869636226449
0.064,0.3,500,2,-5.15869636226449
0.06,0.4,500,2,-5.15869636226449
0.068,0.05,500,2,-5.94210804784106
0.064,0.1,500,2,-5.94210804784106
0.06,0.15,500,2,-5.94210804784106
0.054,0.2,500,2,-5.94210804784106
0.05,0.3,500,2,-5.94210804784106
0.048,0.4,500,2,-5.94210804784106
0.06,0.05,500,2,-5.01195030865049
0.054,0.1,500,2,-5.01195030865049
0.054,0.15,500,2,-5.01195030865049
0.052,0.2,500,2,-5.01195030865049
0.05,0.3,500,2,-5.01195030865049
0.048,0.4,500,2,-5.01195030865049
0.072,0.05,500,2,-7.41947324248453
0.068,0.1,500,2,-7.41947324248453
0.06,0.15,500,2,-7.41947324248453
0.058,0.2,500,2,-7.41947324248453
0.052,0.3,500,2,-7.41947324248453
0.05,0.4,500,2,-7.41947324248453
0.084,0.05,500,2,-6.25852880244481
0.074,0.1,500,2,-6.25852880244481
0.066,0.15,500,2,-6.25852880244481
0.064,0.2,500,2,-6.25852880244481
0.06,0.3,500,2,-6.25852880244481
0.058,0.4,500,2,-6.25852880244481
0.064,0.05,500,2,-7.28026091176678
0.06,0.1,500,2,-7.28026091176678
0.052,0.15,500,2,-7.28026091176678
0.048,0.2,500,2,-7.28026091176678
0.046,0.3,500,2,-7.28026091176678
0.042,0.4,500,2,-7.28026091176678
0.064,0.05,500,2,-6.1187484059302
0.06,0.1,500,2,-6.1187484059302
0.058,0.15,500,2,-6.1187484059302
0.056,0.2,500,2,-6.1187484059302
0.054,0.3,500,2,-6.1187484059302
0.052,0.4,500,2,-6.1187484059302
0.07,0.05,500,2,-8.75200800330968
0.066,0.1,500,2,-8.75200800330968
0.058,0.15,500,2,-8.75200800330968
0.054,0.2,500,2,-8.75200800330968
0.05,0.3,500,2,-8.75200800330968
0.048,0.4,500,2,-8.75200800330968
0.084,0.05,500,2,-7.35836124262512
0.074,0.1,500,2,-7.35836124262512
0.07,0.15,500,2,-7.35836124262512
0.062,0.2,500,2,-7.35836124262512
0.058,0.3,500,2,-7.35836124262512
0.058,0.4,500,2,-7.35836124262512
0.064,0.05,500,2,-8.6184137756925
0.06,0.1,500,2,-8.6184137756925
0.05,0.15,500,2,-8.6184137756925
0.048,0.2,500,2,-8.6184137756925
0.048,0.3,500,2,-8.6184137756925
0.046,0.4,500,2,-8.6184137756925
0.062,0.05,500,2,-7.2255465032099
0.058,0.1,500,2,-7.2255465032099
0.05,0.15,500,2,-7.2255465032099
0.048,0.2,500,2,-7.2255465032099
0.046,0.3,500,2,-7.2255465032099
0.042,0.4,500,2,-7.2255465032099
0.072,0.05,500,2,-8.95534483469462
0.066,0.1,500,2,-8.95534483469462
0.06,0.15,500,2,-8.95534483469462
0.058,0.2,500,2,-8.95534483469462
0.048,0.3,500,2,-8.95534483469462
0.046,0.4,500,2,-8.95534483469462
0.08,0.05,500,2,-7.50641500010771
0.072,0.1,500,2,-7.50641500010771
0.066,0.15,500,2,-7.50641500010771
